approved_id,KEGGID,ChEMBLID,compound_name,smiles
approved_2533,D07923,,etamiphylline hydrochlorid,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C
approved_2534,D07926,,ethaverine,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC
approved_2535,D07928,,ethinylestradiol propanesulfonat,C#CC1(O)CCC2C3CCc4cc(OS(=O)(=O)C(C)C)ccc4C3CCC21C
approved_2536,D07930,,etifoxine hydrochlorid,CCN=C1Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1
approved_2537,D07932,,etiproston,O=C(O)CCCC=CCC1C(O)CC(O)C1C=CC1(COc2ccccc2)OCCO1
approved_2538,D07933,,etofylline,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
approved_2539,D07942,,febuprol,CCCCOCC(O)COc1ccccc1
approved_2540,D07943,,fendiline hydrochlorid,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1
approved_2541,D07944,,fenetylline,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
approved_2542,D07947,,fenproporex,CC(Cc1ccccc1)NCCC#N
approved_2543,D07949,,fenspiride,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
approved_2544,D07950,,fenthion,COP(=S)(OC)Oc1ccc(SC)c(C)c1
approved_2545,D07951,,fentonium bromide,C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
approved_2546,D07952,,fenvalerate,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
approved_2547,D07960,,flavodic acid disodium sal,O=C(O)COc1cc(OCC(=O)O)c2c(=O)cc(-c3ccccc3)oc2c1
approved_2548,D07964,,fluazuron,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1
approved_2549,D07966,,fludarabine,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
approved_2550,D07967,,fludrocortisone,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F
approved_2551,D07968,,flugestone,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
approved_2552,D07969,CHEMBL24924,fluindione,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1
approved_2553,D07970,,flumethrin,CC1(C)C(C=C(Cl)c2ccc(Cl)cc2)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1
approved_2554,D07971,,flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1
approved_2555,D07973,,fluocortolone 21-pivalat,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C
approved_2556,D07975,,flupameson,COc1c(C(=O)OCC(=O)C2C3OC(C)(C)OC3C3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC23C)cc2ccccc2c1Cc1c(OC)c(C(=O)OCC(=O)C2C3OC(C)(C)OC3C3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC23C)cc2ccccc12
approved_2557,D07976,,flupentixol decanoat,CCCCCCCCCC(=O)OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
approved_2558,D07979,,flupirtine d-gluconat,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N
approved_2559,D07980,,fluprednidene acetat,C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(C)=O
approved_2560,D07981,,fluticasone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF
approved_2561,D07991,,fosfosal,O=C(O)c1ccccc1OP(=O)(O)O
approved_2562,D07994,,framycetin sulfat,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O
approved_2563,D07998,,furazidi,O=C1CN(N=CC=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
approved_2564,D08013,,gentamicin,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
approved_2565,D08014,,glaucin,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3
approved_2566,D08015,CHEMBL1200345,ferrous succinat,O=C(O)CCC(=O)O
approved_2567,D08016,CHEMBL773,ferrous sulfate glycin,NCC(=O)O
approved_2568,D08021,,glucametacin,COc1ccc2c(c1)c(CC(=O)NC(C=O)C(O)C(O)C(O)CO)c(C)n2C(=O)c1ccc(Cl)cc1
approved_2569,D08022,,glucosamine hydrochlorid,NC(C=O)C(O)C(O)C(O)CO
approved_2570,D08023,,glucosamine sulfat,NC1C(O)OC(CO)C(O)C1O
approved_2571,D08028,,guaietolin,CCOc1ccccc1OCC(O)CO
approved_2572,D08037,,heptaminol acefyllinat,CC(N)CCCC(C)(C)OC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
approved_2573,D08038,,heptaminol hydrochlorid,CC(N)CCCC(C)(C)O
approved_2574,D08049,,hydroquinidine hydrochlorid,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
approved_2575,D08051,,hydroxymethylnicotinamid,O=C(NCO)c1cccnc1
approved_2576,D08053,,hydroxyprogesterone 17alfa-acetat,CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
approved_2577,D08057,,ibopamine hydrochlorid,CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1
approved_2578,D08063,,idrocilamide,O=C(C=Cc1ccccc1)NCCO
approved_2579,D08069,,imidocarb,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1
approved_2580,D08072,,imipraminoxide hydrochlorid,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21
approved_2581,D08076,,indanazoline hydrochlorid,c1cc2c(c(NC3=NCCN3)c1)CCC2
approved_2582,D08079,,inositol,OC1C(O)C(O)C(O)C(O)C1O
approved_2583,D08082,,iosarco,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)N(C)CC(=O)N(C)CC(O)C(O)C(O)C(O)CO)c1I
approved_2584,D08084,,meglumine ioxitalamat,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I
approved_2585,D08085,CHEMBL92401,iproniazid phosphat,CC(C)NNC(=O)c1ccncc1
approved_2586,D08088,CHEMBL2105002,isoaminile,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C
approved_2587,D08089,,isonixin,Cc1cccc(C)c1NC(=O)c1ccc[nH]c1=O
approved_2588,D08095,,ivabradine hydrochloride,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2
approved_2589,D08096,,kawai,COC1=CC(=O)OC(C=Cc2ccccc2)C1
approved_2590,D08097,,keracyanin chloride,CC1OC(OCC2OC(Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)C(O)C(O)C2O)C(O)C(O)C1O
approved_2591,D08099,CHEMBL51,ketanserin tartrat,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
approved_2592,D08101,,ketobemidone hydrochlorid,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1
approved_2593,D08112,,leucocianidol,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2O
approved_2594,D08138,,lobeline sulfat,CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1
approved_2595,D08142,,lonazolac calcium sal,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1
approved_2596,D08146,CHEMBL995,losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
approved_2597,D08150,,lufenuron,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl
approved_2598,D08151,,luprostiol,O=C(O)CCCC=CCC1C(O)CC(O)C1SCC(O)COc1cccc(Cl)c1
approved_2599,D08153,,mabuprofen,CC(C)Cc1ccc(C(C)C(=O)NCCO)cc1
approved_2600,D08156,,marbofloxacin,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1
approved_2601,D08159,,mazipredone hydrochlorid,CN1CCN(CC(=O)C2(O)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC32C)CC1
approved_2602,D08160,CHEMBL1446650,mebeverine,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1
approved_2603,D08161,CHEMBL1625607,mebhydrolin,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1
approved_2604,D08166,,medroxyprogesterone,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C
approved_2605,D08167,,megestrol,CC(=O)C1(O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
approved_2606,D08170,CHEMBL45,melatonin,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
approved_2607,D08171,,melitracen,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21
approved_2608,D08176,,menadiol sodium sulfate,Cc1cc(OS(=O)(=O)O)c2ccccc2c1OS(=O)(=O)O
approved_2609,D08177,,menadione sodium bisulfite,CC1(S(=O)(=O)O)CC(=O)c2ccccc2C1=O
approved_2610,D08178,,menbutone,COc1ccc(C(=O)CCC(=O)O)c2ccccc12
approved_2611,D08191,,metampicillin sodiu,C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1
approved_2612,D08194,,deserpidine,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
approved_2613,D08196,,methandriol,CC12CCC(O)CC1=CCC1C2CCC2(C)C1CCC2(C)O
approved_2614,D08197,,methandriol dipropionat,CCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C3CCC2(C)OC(=O)CC)C1
approved_2615,D08200,,methoprene,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
approved_2616,D08208,,metipamid,CN(NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)c1ccccc1
approved_2617,D08211,,metomidate hydrochlorid,COC(=O)c1cncn1C(C)c1ccccc1
approved_2618,D08213,,metoxibutropat,COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1
approved_2619,D08214,,metronidazole benzoate,Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1ccccc1
approved_2620,D08223,,miristalkonium chloride,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
approved_2621,D08228,,monensin,CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1
approved_2622,D08230,,morantel,Cc1ccsc1C=CC1=NCCCN1C
approved_2623,D08238,,moxaverine hydrochlorid,CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1
approved_2624,D08243,,naftazone,NC(=O)N=Nc1ccc2ccccc2c1O
approved_2625,D08247,,nalorphine,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
approved_2626,D08250,,nandrolone,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O
approved_2627,D08251,,nandrolone laurat,CCCCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C
approved_2628,D08273,,nicomorphine hydrochlorid,CN1CCC23c4c5ccc(OC(=O)c6cccnc6)c4OC2C(OC(=O)c2cccnc2)C=CC3C1C5
approved_2629,D08274,,ethyl nicotinat,CCOC(=O)c1cccnc1
approved_2630,D08275,,niflumic acid,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
approved_2631,D08278,,nitroxinil,N#Cc1cc(I)c(O)c([N+](=O)[O-])c1
approved_2632,D08281,,nomegestrol acetate,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4C3CCC21C
approved_2633,D08282,,nonivamide,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
approved_2634,D08283,,nordazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1
approved_2635,D08285,,norethisterone enantat,C#CC1(OC(=O)CCCCCC)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
approved_2636,D08292,,olaquindox,Cc1c(C(=O)NCCO)[n+](=O)c2ccccc2n1[O-]
approved_2637,D08298,CHEMBL3707282,orazamide,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
approved_2638,D08299,,orbifloxacin,CC1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1
approved_2639,D08301,,ormeloxifene,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1
approved_2640,D08303,,ornithine aspartat,NCCCC(N)C(=O)O
approved_2641,D08308,,oxedrine tartrat,CNCC(O)c1ccc(O)cc1
approved_2642,D08315,,oxilofrine hydrochlorid,CNC(C)C(O)c1ccc(O)cc1
approved_2643,D08320,,oxyclozanide,O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl
approved_2644,D08326,CHEMBL245807,oxyphenisatine,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1
approved_2645,D08328,,palmidrol,CCCCCCCCCCCCCCCC(=O)NCCO
approved_2646,D08329,,penethamate hydriodide,CCN(CC)CCOC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1(C)C
approved_2647,D08331,,pentaerythrito,OCC(CO)(CO)CO
approved_2648,D08332,,pentalamide,CCCCCOc1ccccc1C(N)=O
approved_2649,D08338,,perflunafene,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F
approved_2650,D08341,,perphenazine decanoat,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
approved_2651,D08342,,perphenazine enantat,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
approved_2652,D08345,,phenamacide hydrochlorid,CC(C)CCOC(=O)C(N)c1ccccc1
approved_2653,D08352,,phenformin hydrochlorid,NC(N)=NC(N)=NCCc1ccccc1
approved_2654,D08354,CHEMBL711,phenindione,O=C1c2ccccc2C(=O)C1c1ccccc1
approved_2655,D08357,CHEMBL1322884,phenothrin,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
approved_2656,D08359,CHEMBL1229846,phenoxyethanol,OCCOc1ccccc1
approved_2657,D08361,,phentetramin,CN(CC(O)c1ccc(O)cc1)c1nc2c(c(=O)n(C)c(=O)n2C)n1C
approved_2658,D08363,,phenylbutazone calciu,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O
approved_2660,D08367,,phenylpheno,Oc1ccccc1-c1ccccc1
approved_2661,D08369,,polyphloroglucinol phosphat,O=P(O)(O)Oc1cc(O)cc(O)c1
approved_2662,D08371,,pholedrine sulfat,CNC(C)Cc1ccc(O)cc1
approved_2663,D08372,,phosmet,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
approved_2664,D08373,,phoxim,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1
approved_2665,D08374,,piketoprofen,Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1
approved_2666,D08383,CHEMBL1201131,piperonyl butoxide,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
approved_2667,D08385,,pipotiazine,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
approved_2668,D08390,,pirisudanol dimaleat,Cc1ncc(COC(=O)CCC(=O)OCCN(C)C)c(CO)c1O
approved_2669,D08391,,pirlimycin,CCC1CCNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1
approved_2670,D08392,,pirlindole,Cc1ccc2c(c1)c1c3n2CCNC3CCC1
approved_2671,D08396,,pivampicillin,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C
approved_2672,D08404,,prajmalium bitartrate,CCC[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O
approved_2673,D08406,,pramiverine,CC(C)NC1CCC(c2ccccc2)(c2ccccc2)CC1
approved_2674,D08409,,prasterone,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
approved_2675,D08412,,prednisolone pivalat,CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
approved_2676,D08413,,prednisolone sodium metazoate,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1
approved_2677,D08414,,prednisolone 21-(sodium tetrahydrophthalate,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)C1CC=CCC1C(=O)O
approved_2678,D08415,,prednisolone steaglate,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
approved_2679,D08429,,proligestone,CCC1OC2(C(C)=O)CCC3(O1)C1CCC4=CC(=O)CCC4(C)C1CCC23C
approved_2680,D08431,,promegestone,CCC(=O)C1(C)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C
approved_2681,D08433,,promolate,CC(C)(Oc1ccccc1)C(=O)OCCN1CCOCC1
approved_2682,D08434,,propacetamol hydrochlorid,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1
approved_2683,D08436,,propamidine isetionat,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1
approved_2684,D08439,CHEMBL1201068,propiomazine maleat,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
approved_2685,D08440,,sodium propionat,CCC(=O)O
approved_2686,D08442,,propoxur,CNC(=O)Oc1ccccc1OC(C)C
approved_2687,D08446,CHEMBL2107124,prothipendyl hydrochlorid,CN(C)CCCN1c2ccccc2Sc2cccnc21
approved_2688,D08450,,psoralene,O=c1ccc2cc3ccoc3cc2o1
approved_2689,D08452,,pyrethrin ,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
approved_2690,D08455,,pyriproxyfe,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1
approved_2691,D08457,,quinagolide hydrochloride,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21
approved_2692,D08464,CHEMBL2103772,racecadotril,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
approved_2693,D08468,CHEMBL2107175,strontium ranelat,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O
approved_2694,D08470,,raubasine,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12
approved_2695,D08475,,resmethri,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
approved_2696,D08477,,retinol propionat,CCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
approved_2697,D08480,,rifamycin sodium,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
approved_2698,D08482,,rilmenidine,C1COC(NC(C2CC2)C2CC2)=N1
approved_2699,D08487,,romifidine,Fc1cccc(Br)c1NC1=NCCN1
approved_2700,D08494,,roxatidine,O=C(CO)NCCCOc1cccc(CN2CCCCC2)c1
approved_2701,D08496,,rufloxacin hydrochlorid,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1
approved_2702,D08497,,rupatadine fumarate,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1
approved_2703,D08498,,ruscogeni,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CC(O)C5(C)C4CCC3(C)C1C2C
approved_2704,D08499,,rutoside,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O
approved_2705,D08502,,salinomycin,CCC(C(=O)O)C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1
approved_2706,D08507,,sarmazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(Cl)cccc1-2
approved_2707,D08510,CHEMBL1200725,sertaconazole nitrat,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
approved_2708,D08515,,silibinin,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O
approved_2709,D08517,CHEMBL2105740,sitaxentan sodium,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
approved_2710,D08518,,beta-sitostero,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C
approved_2711,D08520,,sobrero,CC1=CCC(C(C)(C)O)CC1O
approved_2712,D08532,,succinimid,O=C1CCC(=O)N1
approved_2713,D08541,,sulfametrole,COc1nsnc1NS(=O)(=O)c1ccc(N)cc1
approved_2714,D08542,,sulfamidochrysoidin,Nc1ccc(N=Nc2ccc(S(N)(=O)=O)cc2)c(N)c1
approved_2715,D08543,CHEMBL21,sulfanilamide,Nc1ccc(S(N)(=O)=O)cc1
approved_2716,D08545,CHEMBL2004297,sulfiram,CCN(CC)C(=S)SC(=S)N(CC)CC
approved_2717,D08551,,sultosilic acid piperazine sal,Cc1ccc(S(=O)(=O)Oc2ccc(O)c(S(=O)(=O)O)c2)cc1
approved_2718,D08553,,suxethonium chloride,CC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CC
approved_2719,D08565,,telmesteine,CCOC(=O)N1CSCC1C(=O)O
approved_2720,D08567,,temocillin disodium sal,COC1(NC(=O)C(C(=O)O)c2ccsc2)C(=O)N2C(C(=O)O)C(C)(C)SC21
approved_2721,D08568,,tenoic acid,O=C(O)c1cccs1
approved_2722,D08572,CHEMBL434200,tertatolol hydrochlorid,CC(C)(C)NCC(O)COc1cccc2c1SCCC2
approved_2723,D08573,,testosterone decanoat,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
approved_2724,D08574,,testosterone phenylpropionat,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCc3ccccc3)CCC12
approved_2725,D08575,CHEMBL117785,tetrabenazine,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
approved_2726,D08577,,tetridamine maleat,CNc1c2c(nn1C)CCCC2
approved_2727,D08579,,thebacon hydrochlorid,COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314
approved_2728,D08582,,thiamphenicol glycinate acetylcysteinat,CSCC(C=O)NC(=O)C(N)C(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(S(C)(=O)=O)cc1
approved_2729,D08583,,thiamphenicol aminoacetate hydrochloride,CS(=O)(=O)c1ccc(C(O)C(COC(=O)CN)NC(=O)C(Cl)Cl)cc1
approved_2730,D08584,,thioacetazone,CC(=O)Nc1ccc(C=NNC(N)=S)cc1
approved_2731,D08591,,tiaprost,O=C(O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1ccsc1
approved_2732,D08601,,timonacic,O=C(O)C1CSCN1
approved_2733,D08605,,tipranavir,CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
approved_2734,D08608,,tiropramide hydrochloride,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1
approved_2735,D08615,,toldimfos,Cc1cc(N(C)C)ccc1[P+](=O)O
approved_2736,D08630,,tribuzone,CC(C)(C)C(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
approved_2737,D08632,,tricaine mesilat,CCOC(=O)c1cccc(N)c1
approved_2738,D08633,CHEMBL14053,trichloroacetic aci,O=C(O)C(Cl)(Cl)Cl
approved_2739,D08641,,trimecaine hydrochlorid,CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C
approved_2740,D08650,,troclosene,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl
approved_2741,D08651,,troclosene sodiu,O=c1nc(O)n(Cl)c(=O)n1Cl
approved_2742,D08652,,tromantadine hydrochlorid,CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2
approved_2743,D08653,,tropatepine hydrochlorid,CN1C2CCC1CC(=C1c3ccccc3CSc3ccccc31)C2
approved_2744,D08659,,none,NC(Cc1cc(Br)c(O)c(Br)c1)C(=O)O
approved_2745,D08661,,unoprostone,CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O
approved_2746,D08663,,mersalyl,COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)O
approved_2747,D08666,,valnemulin hydrochloride,C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)C(N)C(C)C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
approved_2748,D08671,,vetrabutine,COc1ccc(C(CCCc2ccccc2)N(C)C)cc1OC
approved_2749,D08672,,vetrabutine hydrochlorid,COc1ccc(N(CCCc2ccccc2)C(C)C)cc1OC
approved_2750,D08674,,viminol 4-hydroxybenzoat,CCC(C)N(CC(OC(=O)c1ccc(O)cc1)c1cccn1Cc1ccccc1Cl)C(C)CC
approved_2751,D08676,,vinburnine,CCC12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)C32
approved_2752,D08677,,vincamine,CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32
approved_2753,D08691,,zuclopenthixol acetat,CC(=O)OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1
approved_2754,D08692,,zuclopenthixol decanoat,CCCCCCCCCC(=O)OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1
approved_2755,D08837,,aclidinium bromide,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
approved_2756,D08856,,anamorelin hydrochloride,CN(C)N(C)C(=O)C1(Cc2ccccc2)CCCN(C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1
approved_2757,D08860,,apremilast,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
approved_2758,D08864,,azilsartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1
